baslik,icerik,etiket,kaynak_url
Drift ve makas atan trafik maganadaları yakalandı,"İçişleri Bakanı Ali Yerlikaya, İzmir'de drift ve makas atarak trafik güvenliğini tehlikeye atan sürücülerin yakalandığını duyurdu.",0,https://www.hurriyet.com.tr/gundem/drift-ve-makas-atan-trafik-maganadalari-yakalandi-43045866
Mehmetçik için en iyileri seçiliyor: Laboratuvarlarda analiz edilip birliklere gönderiliyor,"Marmara Zeytin Tarım Satış Kooperatifleri Birliği (Marmarabirlik), Milli Savunma Bakanlığı ve Tarım ve Hayvancılık Bakanlığı arasında imzalanan gıda maddeleri tedariki protokolü kapsamında, 2018 yılından bu yana Türk Silahlı Kuvvetlerine (TSK) sofralık siyah zeytin, yeşil zeytin, zeytin ezmesi ve zeytinyağı temin ediyor. Gıda Kontrol ve Araştırma Merkezi (GKAM) Başkanlığı laboratuvarlarında analiz edilen ürünler, Türkiye’nin dört bir yanındaki birliklere gönderiliyor.",0,https://www.hurriyet.com.tr/galeri-mehmetcik-icin-en-iyileri-seciliyor-laboratuvarlarda-analiz-edilip-birliklere-gonderiliyor-43045721
Gazze'de can kaybı 70 bin 360'a yükseldi,"İsrail ordusunun Gazze Şeridi'nde düzenlediği saldırılarda yaşamını yitirenlerin sayısı son 24 saatte 6 artarak, 70 bin 360'a yükseldi.",0,https://www.ensonhaber.com/dunya/gazzede-can-kaybi-70-bin-360a-yukseldi
"Vladimir Zelensky: Rusya, son bir haftada 1600 İHA ile saldırı düzenledi","Ukrayna Devlet Başkanı Vladimir Zelensky, sosyal medya hesabından yaptığı açıklamada Rus ordusunun son bir hafta içinde ülkesine 1600'ün üzerinde insansız hava aracı, yaklaşık 1200 güdümlü hava bombası ve 70'e yakın füzeyle saldırı gerçekleştirdiğini açıkladı.",0,https://www.ensonhaber.com/dunya/vladimir-zelensky-rusya-son-bir-haftada-1600-iha-ile-saldiri-duzenledi
Hazreti Mevlana 11 gün boyunca 'Sema Ayin-i Şerifi' ile anılacak,"Hazreti Mevlana'nın anısına 11 gün boyunca Konya'da gerçekleştirilecek Sema Ayin-i Şerifi, dünyanın dört bir yanından gelen misafirleri bir araya getirecek.",0,https://www.ensonhaber.com/kultur-sanat/hazreti-mevlana-11-gun-boyunca-sema-ayin-i-serifi-ile-anilacak
Siirt'te etkili olan sis ve sağanak yağış günlük yaşamı olumsuz etkiledi,Kentte sabah saatlerinden itibaren etkili olan sağanak yağış ve sis hayatı olumsuz etkilerken valilikten yapılan açıklamada vatandaşlardan dikkatli ve tedbirli olmaları istendi.,0,https://www.ensonhaber.com/3-sayfa/siirtte-etkili-olan-sis-ve-saganak-yagis-gunluk-yasami-olumsuz-etkiledi
Gençlerbirliği'nde Volkan Demirel'den istifa kararı,Gençlerbirliği'nde Olağanüstü Seçimli Genel Kurulu'nda yaşanan olaylar sonrasında Başkan Mehmet Kaya'nın adaylıktan çekildi ve başkan değişti. Bu gelişmenin ardından teknik direktör Volkan Demirel istifa kararı aldı.,0,https://www.ensonhaber.com/kralspor/futbol/genclerbirliginde-volkan-demirelden-istifa-karari
Gaziantep'te tarım işçilerini taşıyan minibüsün şarampole uçtuğu kaza kamerada,"Nurdağı ilçesinde tarım işçilerini taşıyan minibüs şarampole uçtu. Kaza sonrası 1 kişi hayatını kaybederken, olay anına ait cep telefonu görüntüleri ortaya çıktı.",0,https://www.ensonhaber.com/3-sayfa/gaziantepte-tarim-iscilerini-tasiyan-minibusun-sarampole-uctugu-kaza-kamerada
Şanlıurfa'da otomobil ile çarpışan motosikletteki 2 kardeş hayatını kaybetti,"Kentte otomobil ile kafa kafaya çarpışan motosikletin sürücüsü Mehmet İkiyıldız ile ağabeyi Memduh İkiyıldız, yaralanarak hastaneye kaldırılırken 17 ve 24 yaşlarındaki iki kardeş tüm müdahalelere rağmen kurtarılamadı.",0,https://www.ensonhaber.com/3-sayfa/sanliurfada-otomobil-ile-carpisan-motosikletteki-2-kardes-hayatini-kaybetti
Fenerbahçe'den Nelson Semedo için sakatlık açıklaması,"Fenerbahçe, Başakşehir maçında sakatlanan Nelson Semedo'nun MR sonucunu açıkladı. Buna göre Semedo'nun sağ arka adalesinde kısmi yırtık tespit edildi.",0,https://www.ensonhaber.com/kralspor/futbol/fenerbahceden-nelson-semedo-icin-sakatlik-aciklamasi
İstanbul'da taksiciyi bıçaklayarak öldüren zanlı yakalandı: 6 suç kaydı çıktı,"Zeytinburnu'nda taksici Erhan Çiftçi'yi  bıçaklayarak öldüren zanlı Serkan B., polis ekiplerince yakalanırken 35 yaşındaki şüphelinin 6 suç kaydının olduğu öğrenildi.",0,https://www.ensonhaber.com/3-sayfa/istanbulda-taksiciyi-bicaklayarak-olduren-zanli-yakalandi-6-suc-kaydi-cikti
İstanbul'da alkollü şahıs çevredekilere saldırdı,"Esenyurt ilçesinde sokak ortasında vatandaşlara saldıran alkollü şahıs, yere düşen bir kişiye tekme tok saldırdığı anlar cep telefonu kamerasına yansıdı.",0,https://www.ensonhaber.com/3-sayfa/istanbulda-alkollu-sahis-cevredekilere-saldirdir
Bursa'da uyuşturucu operasyonu,Bursa'da gerçekleştirilen uyuşturucu operasyonunda yüklü miktarda uyuşturucu madde ele geçirildi. Operasyonda gözaltına alınan şüphelilerin emniyetteki işlemleri sürüyor.,0,https://www.ensonhaber.com/3-sayfa/bursada-uyusturucu-operasyonu-47284
İzmir'de trafikte drift ve makas atan magandalar yakalandı,"Trafikte drift ve makas attığı belirlenen 2 magandanın yakalandığını sosyal medya hesabı üzerinden aktaran İçişleri Bakanı Ali Yerlikaya, sürücülere gerekli cezaların uygulandığını belirterek paylaşımına ""Gereği yapıldı"" notunu düştü.",0,https://www.ensonhaber.com/3-sayfa/izmirde-trafikte-drift-ve-makas-atan-magandalar-yakalandi
"Hakan Fidan, Suriyeli mevkidaşı ile bir araya geldi","Doha'daki forumda önemli temaslarda bulunan Dışişleri Bakanı Hakan Fidan, burada Suriye Dışişleri Bakanı Esad Hasan Şeybani ile görüştü.",0,https://www.ensonhaber.com/gundem/hakan-fidan-suriyeli-mevkidasi-ile-bir-araya-geldi
Bursa'da masaj salonlarına operasyon: Kaçak çalışan 13 kişi yakalandı,Bursa'da polisin 4 SPA merkezine düzenlediği eş zamanlı operasyonda kaçak çalışan 13 kişi yakalandı. Olayla ilgili incelemeler sürüyor.,0,https://www.ensonhaber.com/3-sayfa/bursada-masaj-salonlarina-operasyon-kacak-calisan-13-kisi-yakalandi
Kars’ta yoğun sis nedeniyle uçak seferleri iptal edildi,Kentte etkili olan sis ve kar yağışı görüş mesafesini düşürürken sis nedeniyle Ankara-Kars ve İstanbul-Kars seferlerini yapacak uçuşlar iptal oldu.,1,https://www.ensonhaber.com/3-sayfa/karsta-yogun-sis-nedeniyle-ucak-seferleri-iptal-edildi
İstanbul'da etkili olan sağanak yağış nedeniyle yol çöktü,"İstanbul'da gece saatlerinden itibaren etkili olan yağış nedeniye Sarıyer ve Avcılar ilçelerinde yollar göle döndü, su baskınları oldu. Sarıyer'de çöken yol nedeniyle bir kamyonet dereye düşerken ekiplerin bölgedeki çalışmaları sürüyor.",1,https://www.ensonhaber.com/ic-haber/istanbulda-etkili-olan-saganak-yagis-nedeniyle-yol-coktu
Üsküdar sahilinde binlerce denizanasının kıyıya vurduğu görüldü,İstanbul Üsküdar’da binlerce denizanasının sahili kaplamasıyla deniz adeta beyaza bürünürken vatandaşlar durumun deniz kirliliğinden kaynaklandığını fark etti.,0,https://www.ensonhaber.com/yasam/uskudar-sahilinde-binlerce-denizanasinin-kiyiya-vurdugu-goruldu
İstanbul'da evine giren hırsızı görünce pencereden atladı: Azmettirici akrabası çıktı,"Ümraniye'de  hırsızlık yapan şüpheli, evde karşılaştığı S.F.'yi 5 altın bilezik ve 1 yüzüğünü alıp yatak odasına kilitledi. Soyguncudan kurtulmak için camdan atlayan kadın hastaneye kaldırılırken, şüpheli ise kaçtı. Tespit edilen şüpheli ve azmettirici düzenlenen operasyonla yakalandı.",0,https://www.ensonhaber.com/3-sayfa/istanbulda-evine-giren-hirsizi-gorunce-penceren-atladi-azmettirici-akrabasi-cikti
Manisa'da ameliyat yaptığı sırada kalp krizi geçiren doktor yaşamını yitirdi,"Salihli ilçesinde ameliyat yaparken bir anda fenalaşarak kalp krizi geçiren doktor yere yığılırken 55 yaşındaki doktor, yapılan tüm müdahalelere rağmen kurtarılamadı.",1,https://www.ensonhaber.com/3-sayfa/manisada-ameliyat-yaptigi-sirada-kalp-krizi-geciren-doktor-yasamini-yitirdi
"Bahis soruşturmasında gözaltına alınan Ahmet Çakar, hastaneye kaldırıldı","Futbolda bahis soruşturması kapsamında gözaltına alınan isimler arasında yer alan eski hakem ve yorumcu Ahmet Çakar'ın, rahatsızlanması üzerine tedbir amacıyla hastaneye kaldırıldığı bildirildi.",0,https://www.ensonhaber.com/gundem/bahis-sorusturmasinda-gozaltina-alinan-ahmet-cakar-hastaneye-kaldirildi
Pakistan: Belucistan'da düzenlenen operasyonda 12 militan öldürüldü,Belucistan eyaletinin Kalat bölgesinde Pakistan ordusu tarafından gerçekleştirilen operasyonda Hindistan destekli olduğu söylenen 12 militanın öldürüldüğü açıklandı.,0,https://www.ensonhaber.com/dunya/pakistan-belucistanda-duzenlenen-operasyonda-12-militan-olduruldu
"Ümit Yenişehirli yazdı: CHP’nin “sert” tarihi, İstiklal Mahkemeleri","Ümit Yenişehirli, siyaset arenasında dönen 'cellada aşık olma' tartışamalarına atıfta bulunarak CHP'nin tek parti döneminde kurulan İstiklal Mahkemeleri'nin tarihine ışık tutan bir yazı kaleme aldı.",0,https://www.ensonhaber.com/gundem/umit-yenisehirli-yazdi-chpnin-sert-tarihi-istiklal-mahkemeleri
Bahar Feyzan'ın İBB İddianamesinde bulduğu iğrenç ayrıntılar,"İBB'ye yönelik 'rüşvet' ve 'yolsuzluk' soruşturmaları kapsamında hazırlanan iddianameyi YouTube kanalında mercek altına alan ve yeni detaylara dikkat çeken Bahar Feyzan, Fatih Keleş'in Özgür Özel ve Kemal Kılıçdaroğlu için yaptığı benzetmeleri okudu.",0,https://www.ensonhaber.com/gundem/bahar-feyzanin-ibb-iddianamesinde-buldugu-igrenc-ayrintilar
Fenerbahçe'de Kerem Aktürkoğlu tepkisi: Eleştirilerin odağında...,"Fenerbahçe, Başakşehir beraberliğiyle son 2 maçta 4 puan kaybederken Galatasaray'la fark 3'e çıktı. Oyuna sonradan giren Kerem Aktürkoğlu ise etkisiz performansıyla yine eleştirilerin hedefi oldu.",1,https://www.ensonhaber.com/kralspor/futbol/fenerbahcede-kerem-akturkoglu-tepkisi-elestirilerin-odaginda
Trump Jr: Ukrayna Amerikan halkı için öncelik değil,"Katar'da 23. Doha Forumu'nda konuşan Donald Trump Jr, Ukrayna'nın Amerikan halkı için bir öncelik olmadığını, ve babasının üçüncü dünya savaşını engellemek için çalıştığını söyledi.",0,https://www.ensonhaber.com/dunya/trump-jr-ukrayna-amerikan-halki-icin-oncelik-degil
"GS ŞAMPİYONLAR LİGİ MAÇI: Monaco-Galatasaray maçı ne zaman, saat kaçta ve hangi kanalda, şifresiz mi?","Süper Lig’de şampiyonluk hedefi doğrultusunda yoluna kararlı adımlarla devam eden Galatasaray, Şampiyonlar Ligi’nin 6. haftasında kritik bir karşılaşmaya çıkıyor. Sarı-kırmızılı ekip, zorlu deplasmanda...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/gs-sampiyonlar-ligi-maci-monaco-galatasaray-maci-ne-zaman-saat-kacta-ve-hangi-kanalda-sifresiz-mi-7479120
Fenerbahçe'den Nelson Semedo açıklaması! Sakatlık durumu belli oldu...,"Fenerbahçe'nin RAMS Başakşehir ile oynadığı mücadelede, sakatlık geçirerek kenara gelen Nelson Semedo'nun durumu belli oldu.Devamı için tıklayınız",1,https://www.sabah.com.tr/spor/futbol/2025/12/07/fenerbahceden-nelson-semedo-aciklamasi-sakatlik-durumu-belli-oldu
"Konyaspor, Fenerbahçe maçının hazırlıklarına başladı","Konyaspor, Trendyol Süper Lig’in 16. haftasında Fenerbahçe’ye konuk olacağı karşılaşmanın hazırlıklarına start verdi.Devamı için tıklayınız",0,https://www.sabah.com.tr/spor/futbol/2025/12/07/konyaspor-fenerbahce-macinin-hazirliklarina-basladi
Başkan Erdoğan davet etti: Macaristan Başbakanı Orban Türkiye'ye geliyor,"Macaristan Başbakanı Viktor Orban ve beraberindeki üst düzey heyet, Başkan Recep Tayyip Erdoğan'ın davetine icabetle yarın Türkiye'yi ziyaret edecek. Geliştirilmiş stratejik ortaklık seviyesindeki ilişkilerin...Devamı için tıklayınız",0,https://www.sabah.com.tr/gundem/2025/12/07/baskan-erdogan-davet-etti-macaristan-basbakani-orban-turkiyeye-geliyor
Kahramanmaraş’ta depremzedeler Tevekkeli köy evlerine yerleştirildi,"Kahramanmaraş’ta fay hattı üzerinde bulunan Tevekkeli Mahallesi, dağın eteklerine taşınarak TOKİ tarafından güvenli zeminde inşa edilen yeni köy evlerine kavuştu.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/kahramanmarasta-depremzedeler-tevekkeli-koy-evlerine-yerlestirildi-7479104
"Kesik baş cinayetinin nedeni köpek saldırısı mı? Vahşetin peşine düşen SABAH, çarpıcı detaylara ulaştı","Türkiye'nin konuştuğu Isparta’daki kesik baş cinayetinde bu sabah yeni bir gelişme yaşandı. Ferdi Özdemir’in (39) geçtiğimiz Mart ayında köpek havlaması nedeniyle kavga ettiği 4 kişi, Isparta’da Jandarma...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/kesik-bas-cinayetinin-nedeni-kopek-saldirisi-mi-vahsetin-pesine-dusen-sabah-carpici-detaylara-ulasti-7479102
Kağıthane’de uyuşturucu baskını! Eve yapılan operasyonda uyuşturucu ve silah ele geçirildi,"Kağıthane’de bir eve düzenlenen baskında 2 kilo 183 gram ve 1 kilo 324 gram marihuana ele geçirilirken, şüpheli Z.A. uyuşturucu ticareti ve silah suçlarından tutuklandı.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/kagithanede-uyusturucu-baskini-eve-yapilan-operasyonda-uyusturucu-ve-silah-ele-gecirildi-7479100
Ahmet Çakar hastaneye kaldırıldı,"Eski hakem ve futbol yorumcusu Ahmet Çakar, rahatsızlandı. Kendisini iyi hissetmediğini söyleyen Çakar, kalp krizi şüphesiyle hastaneye kaldırıldı. Çakar'ın hastanedeki tedavisi devam ediyor.Devamı için tıklayınız",0,https://www.sabah.com.tr/yasam/bahis-sorusturmasinda-gozaltina-alinan-ahmet-cakar-hastaneye-kaldirildi-7479099
Adli emanet soygununa şafak baskını! Firari memurun eşinin ailesi gözaltında,"Son dakika haberi... Adli emanet deposundaki altın vurgununda düğmeye basan savcılık, firari memur Erdal Timurtaş’ın aile bireylerinin de aralarında olduğu 10 kişiyi şafak operasyonuyla gözaltına aldı....Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/adli-emanet-soygununa-safak-baskini-firari-memurun-esinin-ailesi-gozaltinda-7479097
Gaziosmanpaşa'da otoparkta yangın: 14 araç zarar gördü,Gaziosmanpaşa'da sabah saatlerinde bir otoparkta bulunan araçlarda yangın çıktı. 14 araçta hasar meydana gelirken yangınla ilgili soruşturma başlatıldı.Devamı için tıklayınız,0,https://www.sabah.com.tr/yasam/gaziosmanpasada-otoparkta-yangin-14-arac-zarar-gordu-7479094
"ÜÇ AYLARIN BAŞLANGICI VE 1 RECEP TARİHİ: Recep ayı ne zaman, üç aylar ayın kaçında başlayacak?","Üç aylara sayılı bir zaman kala pek çok kişi Recep ayının başlangıç tarihini öğrenmek istiyor. İslamiyette büyük bir önemi olan bu tarihi öğrenmek için gözler dini takvime çevrildi. Peki, Recep ayı ne...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/uc-aylarin-baslangici-ve-1-recep-tarihi-recep-ayi-ne-zaman-uc-aylar-ayin-kacinda-baslayacak-7479092
Sigortasız işçiye devlet güvencesi: SGK iş kazasında aileyi yalnız bırakmıyor,"Türkiye’de sigortasız çalışırken iş kazası geçiren işçilerin, Sosyal Güvenlik Kurumu (SGK) tarafından kaza günü itibarıyla re’sen sigortalı yapılması, zaman zaman kamuoyunda tartışma konusu olurken, uzmanlara...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/sigortasiz-isciye-devlet-guvencesi-sgk-is-kazasinda-aileyi-yalniz-birakmiyor-7479089
Göztepe - Trabzonspor maçının VAR’ı Cihan Aydın oldu,Trendyol Süper Lig’in 15. haftasında bugün oynanacak Göztepe - Trabzonspor maçının Video Yardımcı Hakemi (VAR) Cihan Aydın oldu.Devamı için tıklayınız,0,https://www.sabah.com.tr/spor/futbol/2025/12/07/goztepe-trabzonspor-macinin-vari-cihan-aydin-oldu
"Bakan Bayraktar'dan ""Enerjide tam bağımsız Türkiye"" mesajı","Enerji ve Tabii Kaynaklar Bakanlığı, Silopi Mesleki ve Teknik Anadolu Lisesi öğrencilerini petrol arama faaliyetlerinin sürdüğü Dader-1 Sondaj Sahası'nda ağırladı. Öğrencilerin Silopi'deki sondaj sahası...Devamı için tıklayınız",0,https://www.sabah.com.tr/gundem/2025/12/07/bakan-bayraktardan-enerjide-tam-bagimsiz-turkiye-mesaji
"Bakan Bayraktar: Enerjide tam bağımsız Türkiye, gençlerimizle mümkün olacak","Enerji  ve Tabii Kaynaklar Bakanı Alparslan Bayraktar, ""Türkiye Yüzyılı'nı sadece kaynaklarımızla değil gençliğimizin aklı, heyecanı ve cesaretiyle inşa edebileceğimizi biliyoruz. Enerjide tam bağımsız...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/bakan-bayraktar-enerjide-tam-bagimsiz-turkiye-genclerimizle-mumkun-olacak-7479082
Hataylı esnaftan Bakan Kurum’a teşekkür: Bir şehrin umudu oldunuz,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum, asrın inşa seferberliği kapsamında son anahtar teslim törenin yapılacağı Hatay’da bir dizi incelemelerde bulundu. Şantiyeleri ve şehir merkezini...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/hatayli-esnaftan-bakan-kuruma-tesekkur-bir-sehrin-umudu-oldunuz-7479081
Monaco-Galatasaray maçının hakemi belli oldu!,"Galatasaray, UEFA Şampiyonlar Ligi'ndeki 6. maçında Monaco ile karşı karşıya gelecek. Fransa'da oynanacak zorlu müsabakanın hakemi açıklandı.Devamı için tıklayınız",1,https://www.sabah.com.tr/spor/futbol/2025/12/07/monaco-galatasaray-macinin-hakemi-belli-oldu
Benin’de ordu yönetime el koydu,"Afrika ülkesi Benin'de bir grup asker, yönetime darbe yaptıklarını belirtti.Devamı için tıklayınız",0,https://www.sabah.com.tr/dunya/beninde-ordu-yonetime-el-koydu-7479070
Batman'da dehşet! Tartıştığı babasını pompalı tüfekle vurarak öldürdü,"Batman'da psikolojik sorunları olduğu öne sürülen bir kişi, tartıştığı babasını pompalı tüfekle vurarak öldürdü.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/batmanda-dehset-tartistigi-babasini-pompali-tufekle-vurarak-oldurdu-7479063
Hindistan’da gece kulübünde facia: Feci şekilde can verdiler,"Hindistan’da bir gece kulübünü alevler sardı. Çıkan yangında 25 kişi hayatını kaybederken, 50 kişi de yaralandı.Devamı için tıklayınız",0,https://www.sabah.com.tr/dunya/hindistanda-gece-kulubunde-facia-feci-sekilde-can-verdiler-7479062
Otomotiv ihracatı kasımda yüzde 16 arttı,Türkiye otomotiv endüstrisinin kasım ayı ihracatı yüzde 16 artışla 3 milyar 752 milyon dolar oldu.Devamı için tıklayınız,0,https://www.sabah.com.tr/ekonomi/otomotiv-ihracati-kasimda-yuzde-16-artti-7479061
"MİLLLERİN MAÇ GÜNÜ: 2026 FIFA Dünya Kupası Türkiye - Romanya maçı ne zaman, saat kaçta ve hangi kanalda?","FIFA 2026 Dünya Kupası yaklaşırken gözler play-off sürecine çevrildi. Zürih’te gerçekleştirilen kura çekiminde A Milli Futbol Takımı’nın rakibi netleşti ve Türkiye, yarı finalde Romanya ile eşleşti. İlk...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/milllerin-mac-gunu-2026-fifa-dunya-kupasi-turkiye-romanya-maci-ne-zaman-saat-kacta-ve-hangi-kanalda-7479058
Kayserispor yine beraberliğe takıldı,"Süper Lig ekiplerinden Kayserispor, bu sezon Süper Lig’de 7. kez sahadan beraberlikle ayrıldı.Devamı için tıklayınız",0,https://www.sabah.com.tr/spor/futbol/2025/12/07/kayserispor-yine-beraberlige-takildi
TOKİ KURA ÇEKİMİ SONUÇ TAKVİMİ: TOKİ kura sonuçları ne zaman ve nereden açıklanacak? İşte takvim!,TOKİ başvuru ve kura sürecine ilişkin beklenti artıyor. Toplu Konut İdaresi Başkanlığı’nın (TOKİ) 500 bin sosyal konut projesi için başvurular 19 Aralık’ta tamamlanacak. Başvuru sürecinin sona ermesinin...Devamı için tıklayınız,1,https://www.sabah.com.tr/yasam/toki-kura-cekimi-sonuc-takvimi-toki-kura-sonuclari-ne-zaman-ve-nereden-aciklanacak-iste-takvim-7479055
Havalimanlarına “Kuş ve Dron Önleme Sistemi” geliyor,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Türkiye’nin havalimanlarında kuş ve birinci şahıs görüşlü (FPV) dron tehditlerine karşı kendi otonom sistemini geliştireceğini duyurdu. Bakan Uraloğlu,...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/havalimanlarina-kus-ve-dron-onleme-sistemi-geliyor-7479054
"Sakaryaspor, Serhat Sütlü ile yollarını ayırdı!",Trendyol 1. Lig'de son 5 maçtan 3 yenilgi ve 2 beraberlikle ayrılan yeşil-siyahlılarda kulüp başkanının istifası ve seçimli kongre kararı alınmasının ardından teknik direktör Serhat Sütlü ile de yollar...Devamı için tıklayınız,1,https://www.sabah.com.tr/spor/futbol/2025/12/07/sakaryaspor-serhat-sutlu-ile-yollarini-ayirdi
Emtia Fed'in faiz kararını bekliyor,"Emtia piyasalarında, tamamlanan haftada ABD Merkez Bankasının (Fed) para politikası toplantısına yönelik haber akışı yakından izlenirken, değer kaybeden dolar endeksi fiyatlamalar üzerinde etkili oldu...Devamı için tıklayınız",0,https://www.sabah.com.tr/ekonomi/emtia-fedin-faiz-kararini-bekliyor-7479051
Bakan Tunç: Müzakeresi tamamlanan dosyalarda uzlaşma başarı oranımızı yüzde 83'e çıkardık,"Adalet Bakanı Yılmaz Tunç, uzlaştırma uygulamasına ilişkin yaptığı paylaşımda, ""Uzlaştırma uygulaması ile 1 Ocak 2017'den bugüne, müzakere süreci tamamlanan 2 milyon 413 bin 323 dosyanın 2 milyon 2 bin...Devamı için tıklayınız",0,https://www.sabah.com.tr/gundem/2025/12/07/bakan-tunc-muzakeresi-tamamlanan-dosyalarda-uzlasma-basari-oranimizi-yuzde-83e-cikardik
Güney Afrika’da kanlı saldırı: 11 ölü,Güney Afrika’da bir hostele silahlı saldırı düzenlendi. Olay nedeniyle 11 kişi yaşamını yitirdi.Devamı için tıklayınız,0,https://www.sabah.com.tr/dunya/guney-afrikada-kanli-saldiri-11-olu-7479045
Bakan Tunç: 2 Milyon 2 Bin 488 dosya uzlaşma ile sonuçlandı,"Adalet Bakanı Yılmaz Tunç, uzlaştırma müessesesi ile uyuşmazlıkları mahkeme süreçlerine taşınmadan dostane bir şekilde çözüme kavuşturulduğunu belirterek “2 milyon 2 bin 488’ini uzlaşma ile sonuçlandırdık.”...Devamı için tıklayınız",0,https://www.sabah.com.tr/yasam/bakan-tunc-2-milyon-2-bin-488-dosya-uzlasma-ile-sonuclandi-7479041
"Yılbaşı tatili kaç gün olacak, 31 Aralık yarım gün mü? İşte yılbaşı tatili tarihleri","2026 yılbaşı tatili yaklaşırken çalışanlar kaç gün izin yapacaklarını merak ediyor. Resmi tatiller takviminde yer alan bilgiler araştırılırken, yılbaşına dair merak edilen tarihler netlik kazandı. Peki,...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/yilbasi-tatili-kac-gun-31-aralik-yarim-gun-mu-iste-yilbasi-tatili-tarihleri-7479038
7 ilde organize suç örgütlerine eş zamanlı operasyon: 47 tutuklama,"Jandarma, son bir haftada 7 ilde yürüttüğü operasyonlarla 7 ayrı organize suç örgütünü çökertti. Silah kaçakçılığından tefeciliğe, tehdit ve darptan insan ticaretine kadar birçok suça karıştığı belirlenen...Devamı için tıklayınız",0,https://www.sabah.com.tr/yasam/7-ilde-organize-suc-orgutlerine-es-zamanli-operasyon-47-tutuklama-7479035
Zeytinburnu'nda kan donduran olay! Taksici bıçaklanarak öldürüldü,"İstanbul Zeytinburnu'nda taksicilik Erhan Çiftçi (35) evinin önünde bıçaklanarak öldürüldü. Saldırgan kayıplara karışırken, olay yerine çok sayıda polis ekibi sevk edildi. Ekiplerin olay yerindeki incelemesi...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/zeytinburnunda-kan-donduran-olay-taksici-bicaklanarak-olduruldu-7479033
Gaziosmanpaşa'da otoparkta yangın çıktı! 14 araçta hasar oluştu,"Gaziosmanpaşa'da sabah saatlerinde bir otoparkta henüz bilinmeyen bir nedenle yangın çıktı. Park halinde bulunan 14 araç zarar görürken, yangınla ilgili soruşturma başlatıldı.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/gaziosmanpasada-otoparkta-yangin-cikti-14-aracta-hasar-olustu-7479031
MLS'te Lionel Messi'nin takımı Inter Miami şampiyon oldu,"Amerikan Futbol Ligi (MLS) play-off'larında Lionel Messi'nin forma giydiği Inter Miami, finalde Vancouver Whitecaps'i 3-1 yenerek şampiyonluğa ulaştı.Devamı için tıklayınız",0,https://www.sabah.com.tr/spor/futbol/2025/12/07/mlste-lionel-messinin-takimi-inter-miami-sampiyon-oldu
"James Harden, NBA tarihinin en skorer 10. oyuncusu oldu","Amerikan Basketbol Ligi'nde (NBA) James Harden, Los Angeles Clippers'ın Minnesota Timberwolves'a 109-106 yenildiği maçta attığı 34 sayıyla tarihin en skorer oyuncuları listesinde 10. sıraya yükseldi.Devamı için tıklayınız",0,https://www.sabah.com.tr/spor/basketbol/2025/12/07/james-harden-nba-tarihinin-en-skorer-10-oyuncusu-oldu
7 ilde suç örgütlerine operasyon! 47 şüpheli yakalandı,"İçişleri Bakanı Ali Yerlikaya, 7 ilde organize suç örgütlerine yönelik düzenlenen operasyonlarda yakalanan 67 şüpheliden 47'sinin tutuklandığını bildirdi.Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/7-ilde-suc-orgutlerine-operasyon-47-supheli-yakalandi-7479026
"Beşiktaş, Süper Lig'de Gaziantep FK'yi ağırlayacak!","Beşiktaş, Trendyol Süper Lig'in 15. haftasında yarın (8 Aralık pazartesi) Gaziantep FK'yi konuk edecek.Devamı için tıklayınız",1,https://www.sabah.com.tr/spor/futbol/2025/12/07/besiktas-super-ligde-gaziantep-fkyi-agirlayacak
Angolalı kadın evinde ölü bulundu! Şüpheli ölümle ilgili soruşturma başlatıldı,"İstanbul Beyoğlu’nda iddiaya göre tek başına yaşadığı öğrenilen Angolalı Maria Bruyaba Mafuta, evinin yatak odasında ölü bulundu. Kendisinden haber alamayan arkadaşı Tranf Keystone eve geldikten sonra...Devamı için tıklayınız",1,https://www.sabah.com.tr/yasam/angolali-kadin-evinde-olu-bulundu-supheli-olumle-ilgili-sorusturma-baslatildi-7479018
